Mod:Item:MetaData, Localized Name
hbm:item.fluid_tank_full:227, Universal Fluid Tank: Nutrient Slop
hbm:item.fluid_tank_full:228, Universal Fluid Tank: Uncle Tam's Homemade Nutrient Slop
hbm:item.fluid_tank_full:131, Universal Fluid Tank: Ionic Gel
hbm:item.fluid_tank_full:37, Universal Fluid Tank: Hydrogen Peroxide
hbm:item.fluid_tank_full:77, Universal Fluid Tank: Sulfuric Acid
hbm:item.fluid_tank_full:123, Universal Fluid Tank: Alkyl Bromide
hbm:item.fluid_tank_full:191, Universal Fluid Tank: Uranium Bromide
hbm:item.fluid_tank_full:194, Universal Fluid Tank: Thorium Bromide
hbm:item.fluid_tank_full:192, Universal Fluid Tank: Aqueous Copper
hbm:item.fluid_tank_full:193, Universal Fluid Tank: Copper Sulfate
hbm:item.fluid_tank_full:215, Universal Fluid Tank: Lithium Hydroxide Aerosol
hbm:item.fluid_tank_full:216, Universal Fluid Tank: Lithium Bicarbonate Aerosol
hbm:item.fluid_tank_full:121, Universal Fluid Tank: Chloromethane
hbm:item.fluid_tank_full:122, Universal Fluid Tank: Methanol
hbm:item.fluid_tank_full:125, Universal Fluid Tank: Polyethylene
hbm:item.fluid_tank_full:124, Universal Fluid Tank: Chloroethane
hbm:item.fluid_tank_full:90, Universal Fluid Tank: Oxygen-Rich Air
hbm:item.fluid_tank_full:232, Universal Fluid Tank: Nether Air
hbm:item.fluid_tank_full:184, Universal Fluid Tank: Duna Air
hbm:item.fluid_tank_full:119, Universal Fluid Tank: Eve Air
hbm:item.fluid_tank_full:156, Universal Fluid Tank: Jool Air
hbm:item.fluid_tank_full:157, Universal Fluid Tank: Sarnus Air
hbm:item.fluid_tank_full:158, Universal Fluid Tank: Urlum Air
hbm:item.fluid_tank_full:159, Universal Fluid Tank: Neidon Air
hbm:item.fluid_tank_full:127, Universal Fluid Tank: Tekto Air
hbm:item.fluid_tank_full:128, Universal Fluid Tank: Dross Air
hbm:item.fluid_tank_full:86, Universal Fluid Tank: Nitric Acid
hbm:item.fluid_tank_full:93, Universal Fluid Tank: Hydrochloric Acid
hbm:item.fluid_tank_full:87, Universal Fluid Tank: Ammonia
hbm:item.fluid_tank_full:92, Universal Fluid Tank: Solvent
hbm:item.fluid_tank_full:97, Universal Fluid Tank: High-Performance Solvent
hbm:item.fluid_tank_full:136, Universal Fluid Tank: Pertechnetic Acid
hbm:item.fluid_tank_full:120, Universal Fluid Tank: Potassium Permanganate Solution
hbm:item.fluid_tank_full:34, Universal Fluid Tank: Schrabidic Acid
hbm:item.fluid_tank_full:29, Universal Fluid Tank: Uranium Hexafluoride
hbm:item.fluid_tank_full:30, Universal Fluid Tank: Plutonium Hexafluoride
hbm:item.fluid_tank_full:31, Universal Fluid Tank: Human Blood
hbm:item.fluid_tank_full:32, Universal Fluid Tank: Antiserum
hbm:item.fluid_tank_full:33, Universal Fluid Tank: Schrabidium Trisulfide
hbm:item.fluid_tank_full:45, Universal Fluid Tank: Pandemonium(III)tantalite Solution
hbm:item.fluid_tank_full:38, Universal Fluid Tank: Poisonous Mud
hbm:item.fluid_tank_full:174, Universal Fluid Tank: Fullerene Solution
hbm:item.fluid_tank_full:140, Universal Fluid Tank: Dissolved Egg
hbm:item.fluid_tank_full:141, Universal Fluid Tank: Cholesterol Solution
hbm:item.fluid_tank_full:204, Universal Fluid Tank: Sodium Aluminate
hbm:item.fluid_tank_full:205, Universal Fluid Tank: Bauxite Solution
hbm:item.fluid_tank_full:206, Universal Fluid Tank: Alumina
hbm:item.fluid_tank_full:207, Universal Fluid Tank: Aqueous Nickel
hbm:item.fluid_tank_full:208, Universal Fluid Tank: Liquid Concrete
hbm:item.fluid_tank_full:51, Universal Fluid Tank: Fracking Solution
hbm:item.fluid_tank_full:203, Universal Fluid Tank: Lye
hbm:item.fluid_tank_full:129, Universal Fluid Tank: Phosgene
hbm:item.fluid_tank_full:130, Universal Fluid Tank: Mustard Gas
hbm:item.fluid_tank_full:142, Universal Fluid Tank: Estradiol Solution
hbm:item.fluid_tank_full:145, Universal Fluid Tank: Nitroglycerin
hbm:item.fluid_tank_full:35, Universal Fluid Tank: Antimatter
hbm:item.fluid_tank_full:36, Universal Fluid Tank: Antischrabidium
hbm:item.fluid_tank_full:72, Universal Fluid Tank: Experience Juice
hbm:item.fluid_tank_full:73, Universal Fluid Tank: Ender Juice
hbm:item.fluid_tank_full:94, Universal Fluid Tank: Mineral Slurry
hbm:item.fluid_tank_full:134, Universal Fluid Tank: N-MASS(II) Driver Fuel
hbm:item.fluid_tank_full:183, Universal Fluid Tank: Stellar Flux
hbm:item.fluid_tank_full:106, Universal Fluid Tank: Krypton Gas
hbm:item.fluid_tank_full:42, Universal Fluid Tank: Xenon Gas
hbm:item.fluid_tank_full:105, Universal Fluid Tank: Argon Gas
hbm:item.fluid_tank_full:104, Universal Fluid Tank: Neon Gas
hbm:item.fluid_tank_full:219, Universal Fluid Tank: Stimpak
hbm:item.fluid_tank_full:220, Universal Fluid Tank: Super Stimpak
hbm:item.fluid_tank_full:221, Universal Fluid Tank: Med-X
hbm:item.fluid_tank_full:222, Universal Fluid Tank: Psycho
hbm:item.fluid_tank_full:235, Universal Fluid Tank: Bloatmusk
hbm:item.fluid_tank_full:234, Universal Fluid Tank: Musty Bloatmusk
hbm:item.fluid_tank_full:233, Universal Fluid Tank: Flaming Bloatmusk
hbm:item.fluid_tank_full:236, Universal Fluid Tank: Musky Pheromone
hbm:item.fluid_tank_full:239, Universal Fluid Tank: Satan's Blood
hbm:item.fluid_tank_full:238, Universal Fluid Tank: Curdling Blood
hbm:item.fluid_tank_full:237, Universal Fluid Tank: Hot Curdling Blood
hbm:item.fluid_tank_full:240, Universal Fluid Tank: Wormwood
hbm:item.fluid_tank_full:241, Universal Fluid Tank: Brimstone
hbm:item.fluid_tank_full:242, Universal Fluid Tank: Verdigris
hbm:item.fluid_tank_full:243, Universal Fluid Tank: Gall
hbm:item.fluid_tank_full:244, Universal Fluid Tank: Brimtumen
hbm:item.fluid_tank_full:245, Universal Fluid Tank: Blood of the Martyr
hbm:item.fluid_tank_full:246, Universal Fluid Tank: Haemoglobin
hbm:item.fluid_tank_full:247, Universal Fluid Tank: Ambrosia
hbm:item.fluid_tank_full:248, Universal Fluid Tank: Morningstar's Fire
hbm:item.fluid_tank_full:249, Universal Fluid Tank: Heparin
hbm:item.fluid_tank_full:250, Universal Fluid Tank: Chevreul's Salt
hbm:item.fluid_tank_full:251, Universal Fluid Tank: Dialysate
hbm:item.fluid_tank_full:252, Universal Fluid Tank: Dew of the Garden
hbm:item.fluid_tank_full:253, Universal Fluid Tank: Argent Bloatpus
hbm:item.fluid_tank_full:254, Universal Fluid Tank: Bloatpus
hbm:item.fluid_tank_full:255, Universal Fluid Tank: Bloatspirit
hbm:item.fluid_tank_full:223, Universal Fluid Tank: AWESOME
hbm:item.fluid_tank_full:224, Universal Fluid Tank: Antidote
hbm:item.fluid_tank_full:225, Universal Fluid Tank: RadAway
hbm:item.fluid_tank_full:226, Universal Fluid Tank: Poison
hbm:item.fluid_tank_full:229, Universal Fluid Tank: Titanium Tetrachloride
hbm:item.fluid_tank_full:230, Universal Fluid Tank: Heavy Sand Slop
hbm:item.fluid_tank_full:231, Universal Fluid Tank: Monazite Slop
hbm:item.fluid_tank_full:108, Universal Fluid Tank: Tea
hbm:item.fluid_tank_full:109, Universal Fluid Tank: Honey
hbm:item.fluid_tank_full:107, Universal Fluid Tank: Coffee
hbm:item.fluid_tank_full:115, Universal Fluid Tank: Milk
hbm:item.fluid_tank_full:116, Universal Fluid Tank: Strawberry Milk
hbm:item.fluid_tank_full:117, Universal Fluid Tank: Carbon Tetrachloride
hbm:item.fluid_tank_full:132, Universal Fluid Tank: Elbow Grease
hbm:item.fluid_tank_full:160, Universal Fluid Tank: Evaporated Milk
hbm:item.fluid_tank_full:161, Universal Fluid Tank: Condensed Milk
hbm:item.fluid_tank_full:162, Universal Fluid Tank: Heavy Whipping Cream
hbm:item.fluid_tank_full:175, Universal Fluid Tank: Booster Pheromone
hbm:item.fluid_tank_full:176, Universal Fluid Tank: Modified Booster Pheromone
hbm:item.fluid_tank_full:256, Universal Fluid Tank: Piss
hbm:item.fluid_tank_full:257, Universal Fluid Tank: Boiling Piss
hbm:item.fluid_tank_full:258, Universal Fluid Tank: Decomposed Piss
hbm:item.fluid_tank_full:259, Universal Fluid Tank: Natural Concrete
hbm:item.fluid_tank_full:260, Universal Fluid Tank: Buurmium-Rich Liquid Concrete
hbm:item.fluid_tank_full:261, Universal Fluid Tank: Liquid Concrete with Scrap
hbm:item.fluid_tank_full:262, Universal Fluid Tank: Buurmic Acid
hbm:item.fluid_tank_full:263, Universal Fluid Tank: Diluted Buurmic Acid
hbm:item.fluid_tank_full:264, Universal Fluid Tank: Light Buurmium Solution
hbm:item.fluid_tank_full:1000, Universal Fluid Tank: Custom Fluid Demo
hbm:item.fluid_tank_lead_empty, Empty Hazardous Material Tank
hbm:item.fluid_tank_lead_full:214, Hazardous Material Tank: Compressed Air
hbm:item.fluid_tank_lead_full:217, Hazardous Material Tank: Hot Air Blast
hbm:item.fluid_tank_lead_full:1, Hazardous Material Tank: Water
hbm:item.fluid_tank_lead_full:62, Hazardous Material Tank: Heavy Water
hbm:item.fluid_tank_lead_full:168, Hazardous Material Tank: Hot Heavy Water
hbm:item.fluid_tank_lead_full:7, Hazardous Material Tank: Lava
hbm:item.fluid_tank_lead_full:2, Hazardous Material Tank: Steam
hbm:item.fluid_tank_lead_full:3, Hazardous Material Tank: Dense Steam
hbm:item.fluid_tank_lead_full:4, Hazardous Material Tank: Super Dense Steam
hbm:item.fluid_tank_lead_full:5, Hazardous Material Tank: Ultra Dense Steam
hbm:item.fluid_tank_lead_full:57, Hazardous Material Tank: Carbon Dioxide
hbm:item.fluid_tank_lead_full:6, Hazardous Material Tank: Coolant
hbm:item.fluid_tank_lead_full:78, Hazardous Material Tank: Hot Coolant
hbm:item.fluid_tank_lead_full:200, Hazardous Material Tank: Perfluoromethyl
hbm:item.fluid_tank_lead_full:201, Hazardous Material Tank: Cold Perfluoromethyl
hbm:item.fluid_tank_lead_full:202, Hazardous Material Tank: Hot Perfluoromethyl
hbm:item.fluid_tank_lead_full:39, Hazardous Material Tank: Cryogel
hbm:item.fluid_tank_lead_full:79, Hazardous Material Tank: Mug Root Beer
hbm:item.fluid_tank_lead_full:80, Hazardous Material Tank: Hot Mug Root Beer
hbm:item.fluid_tank_lead_full:85, Hazardous Material Tank: Blood
hbm:item.fluid_tank_lead_full:89, Hazardous Material Tank: Blood Fuel
hbm:item.fluid_tank_lead_full:91, Hazardous Material Tank: Hot Blood
hbm:item.fluid_tank_lead_full:135, Hazardous Material Tank: Scutterblood
hbm:item.fluid_tank_lead_full:169, Hazardous Material Tank: Liquid Sodium
hbm:item.fluid_tank_lead_full:170, Hazardous Material Tank: Hot Liquid Sodium
hbm:item.fluid_tank_lead_full:188, Hazardous Material Tank: Liquid Lead
hbm:item.fluid_tank_lead_full:189, Hazardous Material Tank: Hot Liquid Lead
hbm:item.fluid_tank_lead_full:171, Hazardous Material Tank: Liquid Thorium Salt
hbm:item.fluid_tank_lead_full:172, Hazardous Material Tank: Hot Liquid Thorium Salt
hbm:item.fluid_tank_lead_full:173, Hazardous Material Tank: Depleted Liquid Thorium Salt
hbm:item.fluid_tank_lead_full:40, Hazardous Material Tank: Liquid Hydrogen
hbm:item.fluid_tank_lead_full:8, Hazardous Material Tank: Deuterium
hbm:item.fluid_tank_lead_full:9, Hazardous Material Tank: Tritium
hbm:item.fluid_tank_lead_full:59, Hazardous Material Tank: Helium-3
hbm:item.fluid_tank_lead_full:167, Hazardous Material Tank: Helium-4
hbm:item.fluid_tank_lead_full:41, Hazardous Material Tank: Liquid Oxygen
hbm:item.fluid_tank_lead_full:98, Hazardous Material Tank: Chlorine Gas
hbm:item.fluid_tank_lead_full:126, Hazardous Material Tank: Fluorine
hbm:item.fluid_tank_lead_full:44, Hazardous Material Tank: Mercury
hbm:item.fluid_tank_lead_full:84, Hazardous Material Tank: Liquid Nitrogen
hbm:item.fluid_tank_lead_full:10, Hazardous Material Tank: Crude Oil
hbm:item.fluid_tank_lead_full:177, Hazardous Material Tank: Desulfurized Crude Oil
hbm:item.fluid_tank_lead_full:63, Hazardous Material Tank: Cracked Oil
hbm:item.fluid_tank_lead_full:179, Hazardous Material Tank: Desulfurized Cracked Oil
hbm:item.fluid_tank_lead_full:64, Hazardous Material Tank: Coal Oil
hbm:item.fluid_tank_lead_full:137, Hazardous Material Tank: Coker Oil
hbm:item.fluid_tank_lead_full:11, Hazardous Material Tank: Hot Crude Oil
hbm:item.fluid_tank_lead_full:178, Hazardous Material Tank: Desulfurized Hot Crude Oil
hbm:item.fluid_tank_lead_full:65, Hazardous Material Tank: Hot Cracked Oil
hbm:item.fluid_tank_lead_full:180, Hazardous Material Tank: Desulfurized Hot Cracked Oil
hbm:item.fluid_tank_lead_full:12, Hazardous Material Tank: Heavy Oil
hbm:item.fluid_tank_lead_full:99, Hazardous Material Tank: Vacuum Heavy Oil
hbm:item.fluid_tank_lead_full:19, Hazardous Material Tank: Naphtha
hbm:item.fluid_tank_lead_full:181, Hazardous Material Tank: Desulfurized Naphtha
hbm:item.fluid_tank_lead_full:66, Hazardous Material Tank: Cracked Naphtha
hbm:item.fluid_tank_lead_full:138, Hazardous Material Tank: Coker Naphtha
hbm:item.fluid_tank_lead_full:100, Hazardous Material Tank: Reformate
hbm:item.fluid_tank_lead_full:21, Hazardous Material Tank: Light Oil
hbm:item.fluid_tank_lead_full:182, Hazardous Material Tank: Desulfurized Light Oil
hbm:item.fluid_tank_lead_full:67, Hazardous Material Tank: Cracked Light Oil
hbm:item.fluid_tank_lead_full:101, Hazardous Material Tank: Vacuum Light Oil
hbm:item.fluid_tank_lead_full:13, Hazardous Material Tank: Bitumen
hbm:item.fluid_tank_lead_full:14, Hazardous Material Tank: Industrial Oil
hbm:item.fluid_tank_lead_full:15, Hazardous Material Tank: Heating Oil
hbm:item.fluid_tank_lead_full:110, Hazardous Material Tank: Heavy Heating Oil
hbm:item.fluid_tank_lead_full:16, Hazardous Material Tank: Reclaimed Industrial Oil
hbm:item.fluid_tank_lead_full:18, Hazardous Material Tank: Engine Lubricant
hbm:item.fluid_tank_lead_full:218, Hazardous Material Tank: Flue Gas
hbm:item.fluid_tank_lead_full:23, Hazardous Material Tank: Natural Gas
hbm:item.fluid_tank_lead_full:139, Hazardous Material Tank: Coker Gas
hbm:item.fluid_tank_lead_full:24, Hazardous Material Tank: Petroleum Gas
hbm:item.fluid_tank_lead_full:102, Hazardous Material Tank: Sour Gas
hbm:item.fluid_tank_lead_full:25, Hazardous Material Tank: LPG
hbm:item.fluid_tank_lead_full:95, Hazardous Material Tank: Syngas
hbm:item.fluid_tank_lead_full:96, Hazardous Material Tank: Oxyhydrogen
hbm:item.fluid_tank_lead_full:69, Hazardous Material Tank: Aromatic Hydrocarbons
hbm:item.fluid_tank_lead_full:70, Hazardous Material Tank: Unsaturated Hydrocarbons
hbm:item.fluid_tank_lead_full:103, Hazardous Material Tank: BTX
hbm:item.fluid_tank_lead_full:114, Hazardous Material Tank: Reformate Gas
hbm:item.fluid_tank_lead_full:20, Hazardous Material Tank: Diesel
hbm:item.fluid_tank_lead_full:111, Hazardous Material Tank: High-Cetane Diesel
hbm:item.fluid_tank_lead_full:68, Hazardous Material Tank: Cracked Diesel
hbm:item.fluid_tank_lead_full:112, Hazardous Material Tank: High-Cetane Cracked Diesel
hbm:item.fluid_tank_lead_full:22, Hazardous Material Tank: Kerosene
hbm:item.fluid_tank_lead_full:113, Hazardous Material Tank: Jet Fuel
hbm:item.fluid_tank_lead_full:17, Hazardous Material Tank: Petroil
hbm:item.fluid_tank_lead_full:74, Hazardous Material Tank: Leaded Petroil
hbm:item.fluid_tank_lead_full:48, Hazardous Material Tank: Gasoline
hbm:item.fluid_tank_lead_full:75, Hazardous Material Tank: Leaded Gasoline
hbm:item.fluid_tank_lead_full:49, Hazardous Material Tank: Coal Gasoline
hbm:item.fluid_tank_lead_full:76, Hazardous Material Tank: Leaded Coal Gasoline
hbm:item.fluid_tank_lead_full:82, Hazardous Material Tank: Coal Tar Creosote
hbm:item.fluid_tank_lead_full:81, Hazardous Material Tank: Wood Oil
hbm:item.fluid_tank_lead_full:26, Hazardous Material Tank: Biogas
hbm:item.fluid_tank_lead_full:27, Hazardous Material Tank: Biofuel
hbm:item.fluid_tank_lead_full:61, Hazardous Material Tank: Ethanol
hbm:item.fluid_tank_lead_full:133, Hazardous Material Tank: N-MASS(III) Tetrahexaethanol
hbm:item.fluid_tank_lead_full:143, Hazardous Material Tank: Fish Oil
hbm:item.fluid_tank_lead_full:144, Hazardous Material Tank: Sunflower Seed Oil
hbm:item.fluid_tank_lead_full:28, Hazardous Material Tank: NITAN© 100 Octane Super Fuel
hbm:item.fluid_tank_lead_full:88, Hazardous Material Tank: Hydrazine
hbm:item.fluid_tank_lead_full:213, Hazardous Material Tank: Deuterated Hydrocarbon
hbm:item.fluid_tank_lead_full:43, Hazardous Material Tank: BF Rocket Fuel
hbm:item.fluid_tank_lead_full:163, Hazardous Material Tank: Magma
hbm:item.fluid_tank_lead_full:165, Hazardous Material Tank: Brine
hbm:item.fluid_tank_lead_full:166, Hazardous Material Tank: Conglomera
hbm:item.fluid_tank_lead_full:164, Hazardous Material Tank: Dicyanoacetylene
hbm:item.fluid_tank_lead_full:199, Hazardous Material Tank: Halide Gas
hbm:item.fluid_tank_lead_full:209, Hazardous Material Tank: Vinyl Chloride
hbm:item.fluid_tank_lead_full:210, Hazardous Material Tank: Tektonic Crude
hbm:item.fluid_tank_lead_full:211, Hazardous Material Tank: Chlorinated Benzenes
hbm:item.fluid_tank_lead_full:212, Hazardous Material Tank: Light Halocarbons
hbm:item.fluid_tank_lead_full:71, Hazardous Material Tank: Salient Green
hbm:item.fluid_tank_lead_full:83, Hazardous Material Tank: Seeding Slurry
hbm:item.fluid_tank_lead_full:118, Hazardous Material Tank: Colloid
hbm:item.fluid_tank_lead_full:185, Hazardous Material Tank: Vitriol
hbm:item.fluid_tank_lead_full:186, Hazardous Material Tank: Ore Slop
hbm:item.fluid_tank_lead_full:227, Hazardous Material Tank: Nutrient Slop
hbm:item.fluid_tank_lead_full:228, Hazardous Material Tank: Uncle Tam's Homemade Nutrient Slop
hbm:item.fluid_tank_lead_full:131, Hazardous Material Tank: Ionic Gel
hbm:item.fluid_tank_lead_full:37, Hazardous Material Tank: Hydrogen Peroxide
hbm:item.fluid_tank_lead_full:77, Hazardous Material Tank: Sulfuric Acid
hbm:item.fluid_tank_lead_full:123, Hazardous Material Tank: Alkyl Bromide
hbm:item.fluid_tank_lead_full:191, Hazardous Material Tank: Uranium Bromide
hbm:item.fluid_tank_lead_full:194, Hazardous Material Tank: Thorium Bromide
hbm:item.fluid_tank_lead_full:192, Hazardous Material Tank: Aqueous Copper
hbm:item.fluid_tank_lead_full:193, Hazardous Material Tank: Copper Sulfate
hbm:item.fluid_tank_lead_full:215, Hazardous Material Tank: Lithium Hydroxide Aerosol
hbm:item.fluid_tank_lead_full:216, Hazardous Material Tank: Lithium Bicarbonate Aerosol
hbm:item.fluid_tank_lead_full:121, Hazardous Material Tank: Chloromethane
hbm:item.fluid_tank_lead_full:122, Hazardous Material Tank: Methanol
hbm:item.fluid_tank_lead_full:125, Hazardous Material Tank: Polyethylene
hbm:item.fluid_tank_lead_full:124, Hazardous Material Tank: Chloroethane
hbm:item.fluid_tank_lead_full:90, Hazardous Material Tank: Oxygen-Rich Air
hbm:item.fluid_tank_lead_full:232, Hazardous Material Tank: Nether Air
hbm:item.fluid_tank_lead_full:184, Hazardous Material Tank: Duna Air
hbm:item.fluid_tank_lead_full:119, Hazardous Material Tank: Eve Air
hbm:item.fluid_tank_lead_full:156, Hazardous Material Tank: Jool Air
hbm:item.fluid_tank_lead_full:157, Hazardous Material Tank: Sarnus Air
hbm:item.fluid_tank_lead_full:158, Hazardous Material Tank: Urlum Air
hbm:item.fluid_tank_lead_full:159, Hazardous Material Tank: Neidon Air
hbm:item.fluid_tank_lead_full:127, Hazardous Material Tank: Tekto Air
hbm:item.fluid_tank_lead_full:128, Hazardous Material Tank: Dross Air
hbm:item.fluid_tank_lead_full:86, Hazardous Material Tank: Nitric Acid
hbm:item.fluid_tank_lead_full:93, Hazardous Material Tank: Hydrochloric Acid
hbm:item.fluid_tank_lead_full:87, Hazardous Material Tank: Ammonia
hbm:item.fluid_tank_lead_full:92, Hazardous Material Tank: Solvent
hbm:item.fluid_tank_lead_full:97, Hazardous Material Tank: High-Performance Solvent
hbm:item.fluid_tank_lead_full:136, Hazardous Material Tank: Pertechnetic Acid
hbm:item.fluid_tank_lead_full:120, Hazardous Material Tank: Potassium Permanganate Solution
hbm:item.fluid_tank_lead_full:34, Hazardous Material Tank: Schrabidic Acid
hbm:item.fluid_tank_lead_full:29, Hazardous Material Tank: Uranium Hexafluoride
hbm:item.fluid_tank_lead_full:30, Hazardous Material Tank: Plutonium Hexafluoride
hbm:item.fluid_tank_lead_full:31, Hazardous Material Tank: Human Blood
hbm:item.fluid_tank_lead_full:32, Hazardous Material Tank: Antiserum
hbm:item.fluid_tank_lead_full:33, Hazardous Material Tank: Schrabidium Trisulfide
hbm:item.fluid_tank_lead_full:45, Hazardous Material Tank: Pandemonium(III)tantalite Solution
